RowNumber,CustomerId,CreditScore,Geography,Age,FeesCharges,NumOfApplications,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1027,15686909,701,Germany,27,12793.07,1,1,0,85208.93,0
1028,15589572,748,Spain,61,41065.98,2,0,0,170214.82,1
1029,15779947,350,Spain,28,20010.84,3,1,1,100615.14,1
1030,15573769,788,France,24,6326.21,2,1,0,186105.99,0
1031,15578866,697,France,43,2481.16,1,0,1,55119.53,0
1032,15739131,742,Germany,28,299.21,1,1,0,28760.99,0
1033,15813444,621,Spain,34,11969.86,2,1,0,171021.44,0
1034,15678058,608,France,38,5054.81,1,0,1,176678.72,0
1035,15769169,651,France,41,3520.08,1,0,1,28667.56,0
1036,15804602,787,Germany,30,285.04,2,0,1,197238.03,0
1037,15651052,350,Germany,46,42347.47,1,1,0,139994.68,1
1038,15724334,562,France,22,7965.9,1,1,0,151169.83,0
1039,15569451,534,France,35,17059.89,1,0,1,118113.64,0
1040,15650098,631,France,40,1708.07,2,0,1,34453.17,0
1041,15724307,781,France,76,0,1,1,0,64872.33,0
1042,15599268,663,Spain,32,490.28,2,1,0,10956.82,0
1043,15594864,765,Germany,30,2911.37,1,0,1,36885.85,0
1044,15616451,716,France,47,14626.48,1,0,1,168053.4,0
1045,15715667,850,France,32,22290.53,2,0,1,155227,0
1046,15658969,690,France,51,3304.91,3,0,0,38409.79,1
1047,15738174,557,France,32,7259.77,2,0,1,75279.39,0
1048,15813590,565,Spain,42,33913.57,2,0,0,158302.59,1
1049,15624229,730,France,22,617.32,2,0,1,11525.72,0
1050,15674148,563,Germany,55,33095.21,1,0,0,94993.04,1
1051,15625080,632,Spain,54,52254.56,1,1,1,173912.29,1
1052,15606915,789,France,24,3446.54,1,0,0,26843.76,0
1053,15696900,510,Germany,29,9442.34,2,1,0,58019.95,0
1054,15730038,579,Germany,23,4157.62,1,1,0,164128.41,1
1055,15812272,557,Germany,44,12669.62,2,1,1,46998.13,1
1056,15654654,750,Germany,33,19834.75,2,0,1,177279.41,0
1057,15697625,797,France,37,3569.72,2,1,0,75832.53,0
1058,15616280,619,France,46,9583.84,1,1,0,61094.53,0
1059,15654229,715,Spain,47,1936.21,2,0,1,30117.44,0
1060,15628298,585,Spain,47,5612.94,1,0,1,179227.12,0
1061,15733387,721,Spain,53,3233.67,1,1,0,52110.45,0
1062,15775572,551,Germany,42,7445.94,2,1,0,75248.75,0
1063,15613844,599,France,28,0,2,0,1,184317.74,0
1064,15578515,697,France,38,17585.89,2,1,0,158553.1,0
1065,15607598,605,Spain,31,76.89,2,1,0,95686.42,0
1066,15742480,776,Germany,36,6957.58,2,1,0,71682.54,0
1067,15749482,792,Spain,30,135.35,1,1,0,1790.48,0
1068,15607537,467,Germany,46,27405.6,1,0,0,139431,1
1069,15575410,717,Germany,39,7183.88,2,1,0,118358.54,0
1070,15684865,774,France,66,10113.51,1,1,0,130827.88,0
1071,15600700,575,Germany,63,9310.05,1,1,1,119404.63,0
1072,15774155,702,Germany,33,12333.93,1,1,0,162703,0
1073,15634267,734,France,42,19896.71,2,0,1,172665.21,0
1074,15619626,775,France,24,11398.52,2,0,1,170142.09,0
1075,15660422,583,France,28,8741.57,2,1,0,73977.23,0
1076,15617934,588,France,36,6703.06,1,1,0,60906.12,0
1077,15760774,579,France,21,17873.97,2,0,1,194867.27,0
1078,15813132,716,Germany,30,21286.19,1,0,1,193716.56,0
1079,15593331,702,Germany,25,1148.72,1,0,1,14633.35,0
1080,15616709,653,Germany,38,2809.64,2,1,0,31730.32,0
1081,15658052,526,France,44,4995.13,1,1,1,20063.63,1
1082,15721189,708,France,66,10542.68,2,0,1,99792.82,0
1083,15711288,528,France,24,3087.88,2,1,0,37654.31,0
1084,15770030,716,Spain,28,13280.8,2,1,1,192449.02,0
1085,15803681,809,France,26,18597.56,2,1,0,181208.47,0
1086,15702789,573,Germany,32,7519.24,1,1,0,155165.61,0
1087,15814930,572,Germany,40,35639.12,1,0,0,121504.18,1
1088,15658306,728,France,68,1338.07,1,0,1,61569.07,0
1089,15699523,527,Germany,55,4662.38,2,0,0,123269.71,0
1090,15610383,550,France,46,3470.1,4,0,0,31272.14,1
1091,15615032,677,Spain,46,1210.69,2,1,0,62825.03,0
1092,15781989,760,France,42,8592.02,1,1,0,184056.45,0
1093,15647402,663,France,38,4769.35,2,0,1,48924.73,0
1094,15740494,635,France,33,15603.62,2,0,1,191111.02,0
1095,15701265,622,Germany,36,3378.25,2,1,1,54184.06,0
1096,15743532,576,Germany,27,15896.93,1,0,0,64381.33,1
1097,15794870,755,Germany,38,6200.55,2,1,0,78770.86,0
1098,15747591,692,Spain,40,6295.79,1,1,1,116766.79,0
1099,15726557,643,France,42,1681.21,1,1,0,32916.29,0
1100,15732199,839,Spain,31,3768.61,1,0,1,50972.6,0
1101,15662291,493,France,55,14837.63,3,1,1,122066.5,1
1102,15749050,611,France,36,6747.4,1,1,0,65996.9,0
1103,15781586,838,Germany,38,4239.5,1,1,0,79577.38,0
1104,15617078,678,France,44,15546.04,1,0,1,130529.13,0
1105,15723339,570,France,38,12961.53,2,0,1,172629.67,0
1106,15671322,760,Germany,30,1101.36,1,0,1,15216.53,0
1107,15793854,735,France,42,0,1,0,1,17512.53,0
1108,15756539,610,Germany,39,4334.05,2,0,1,131852.01,0
1109,15612064,459,Germany,64,21687.37,3,0,0,181945.52,1
1110,15625916,578,Spain,32,0,1,0,1,91482.5,0
1111,15620030,770,France,29,6313.65,1,0,0,82422.97,0
1112,15690182,543,Germany,37,24772.57,1,0,0,95611.74,1
1113,15721719,754,France,42,6928.11,2,0,1,80428.42,0
1114,15641690,707,Spain,67,13095.65,2,0,1,163714.92,0
1115,15634896,531,France,39,4313.08,2,1,0,27375.15,0
1116,15671590,741,Spain,25,12168.85,2,0,1,73873.65,0
1117,15779182,689,Spain,46,45910.52,1,0,0,139266.48,1
1118,15778287,677,France,35,15036.72,2,0,1,131772.51,0
1119,15609510,677,France,45,16464.25,1,1,0,173454.07,0
1120,15742229,612,France,59,5150.62,1,0,1,67552.71,0
1121,15658532,580,Spain,63,2044.02,1,0,1,34765.33,0
1122,15590993,614,Spain,37,4607.67,2,1,0,120219.14,0
1123,15565701,725,Spain,39,3456.87,1,1,0,90212.38,0
1124,15597239,607,Spain,39,8472.22,1,0,0,164975.82,0
1125,15688880,535,Germany,40,416.46,1,0,0,1285.81,1
1126,15813917,673,Germany,31,9856,1,0,0,83679.46,0
1127,15679611,740,Spain,37,7417.73,1,1,0,34548.74,0
1128,15636589,799,France,41,5535.27,2,0,1,74275.08,0
1129,15687752,691,France,30,335.98,2,0,1,7278.57,0
1130,15584363,824,France,30,14610.25,1,1,0,162053.92,0
1131,15737748,598,Spain,33,0,1,0,1,199336.63,0
1132,15803365,691,Spain,55,10673.82,1,0,1,62347.71,0
1133,15793247,577,France,34,9679.74,2,0,1,91711.66,0
1134,15572360,710,France,30,7973.09,1,1,0,79240.9,0
1135,15795166,678,Germany,42,342.41,2,0,1,76679.6,0
1136,15724620,555,France,37,18180.54,1,1,0,162511.55,0
1137,15800856,659,Spain,34,921.12,1,0,1,21360.88,0
1138,15671097,435,France,31,8631.48,2,1,0,54487.43,0
1139,15683930,571,Germany,32,11915.1,2,0,0,53931.05,1
1140,15749004,718,France,31,0,2,0,1,103165.15,0
1141,15800434,691,Germany,52,52579.5,1,1,1,146359.81,1
1142,15709117,767,Spain,46,9436.9,1,1,1,28370.95,1
1143,15638806,652,Spain,49,317.65,2,1,0,10023.15,0
1144,15662294,751,France,33,24371.11,2,0,1,192928.82,0
1145,15690079,661,Spain,30,2277.32,2,1,0,50485.7,0
1146,15759317,763,Germany,27,0,1,1,0,131662.47,0
1147,15750497,850,France,37,2032.11,1,0,1,152235.3,0
1148,15596181,430,Germany,38,1620.15,1,1,1,68093.23,1
1149,15746802,506,France,30,32171.65,1,0,0,194144.45,0
1150,15644833,659,France,54,40224.53,1,1,1,149583.67,1
1151,15734634,624,Spain,27,677.28,1,1,0,7631.27,0
1152,15808689,850,France,31,3237.36,2,0,1,33082.81,0
1153,15720702,650,Germany,37,29067.49,1,0,0,121883.87,1
1154,15665077,513,France,43,15.99,3,0,0,100722.72,1
1155,15763612,758,Germany,41,3580.37,2,1,0,47093.11,0
1156,15600692,537,France,38,3410.37,2,0,0,163185.76,0
1157,15704483,724,France,40,14586.03,2,1,0,106149.48,0
1158,15598846,736,France,44,2323.29,1,1,0,16874.92,0
1159,15629244,582,Spain,50,15055.22,2,0,0,54560.79,1
1160,15765537,715,Germany,26,11726.36,1,1,0,153605.75,0
1161,15729975,679,France,46,3588.3,1,1,0,44390.38,0
1162,15682773,791,France,38,8359.57,2,1,0,63218.85,0
1163,15688007,745,Spain,20,4628.14,1,1,0,41626.78,0
1164,15574331,587,Germany,62,7774.4,1,0,1,24765.53,1
1165,15645572,710,Germany,40,7322.52,1,0,0,28280.8,1
1166,15742854,684,Spain,46,11678.84,2,0,0,89043.19,0
1167,15575417,849,Germany,37,638.4,2,1,1,17294.12,0
1168,15796721,792,France,38,15132.28,2,1,0,126702.41,0
1169,15734942,608,Germany,38,329.74,1,0,0,13123.41,0
1170,15664772,490,Germany,28,18609.48,2,0,1,167973.63,0
1171,15576683,529,Spain,43,28116.7,1,0,0,125870.79,1
1172,15682563,659,Spain,38,10906.31,1,0,0,91972.49,0
1173,15650889,742,Germany,30,13659.27,2,1,0,155593.74,0
1174,15612108,664,France,52,9040.24,1,0,1,67788.49,0
1175,15761132,729,Spain,46,5010.65,1,0,1,62615.35,0
1176,15645511,605,Spain,43,34066.83,1,1,1,107415.02,1
1177,15609824,680,France,41,31668.46,3,1,1,166526.26,1
1178,15640268,690,Spain,71,19781.43,1,1,0,120107.1,0
1179,15645778,675,Spain,42,11124.55,1,0,0,188227.8,0
1180,15691104,411,Germany,40,26465.31,2,0,0,91560.63,1
1181,15714567,590,Spain,26,8363.88,2,0,1,166495.2,0
1182,15777826,675,France,30,14855.03,1,0,1,165614.4,0
1183,15668445,559,France,37,9096.69,2,0,1,86372.24,0
1184,15576162,636,France,32,0,1,0,1,2755.53,0
1185,15778135,653,Spain,43,4642.42,1,1,0,83594.51,0
1186,15613141,741,France,41,559.62,1,1,0,103706.41,0
1187,15635435,515,France,54,1703.46,1,0,0,5924.38,1
1188,15596552,416,Germany,48,7891.6,1,1,1,58203.67,1
1189,15623644,653,Spain,29,3191.93,2,0,0,49361.84,0
1190,15683403,556,Spain,52,21584.61,1,1,1,73585.18,1
1191,15615029,759,Spain,39,11899.35,1,0,1,95135.27,0
1192,15769005,732,France,49,3955.75,2,0,1,38794.57,0
1193,15746326,612,France,43,26672.59,2,0,1,198926.36,0
1194,15722364,668,France,43,6640.23,2,0,1,56099.86,0
1195,15704954,546,France,37,11536.06,1,0,1,117023.08,0
1196,15694409,661,Germany,22,8933.35,2,1,0,62083,0
1197,15754068,581,France,32,11188.1,2,1,0,141822.8,0
1198,15683841,590,Germany,41,11825.76,2,1,0,185387.14,0
1199,15789095,788,Spain,30,6513.81,2,0,1,57461.13,0
1200,15719958,850,Germany,39,13678.2,2,0,1,120380.12,0
1201,15689514,602,France,43,39511.75,1,0,0,133020.9,1
1202,15621353,649,Spain,37,615.58,2,0,1,13589.93,0
1203,15627232,495,Germany,44,0,1,1,1,77830.36,1
1204,15745843,704,Spain,31,17590.82,2,0,1,136610.02,0
1205,15722902,559,Germany,50,5061.65,1,1,1,17160.94,1
1206,15791767,787,France,26,35184.67,2,0,1,176843.53,0
1207,15792722,630,France,43,6845.75,1,0,1,114996.33,0
1208,15723006,589,France,38,13482.58,2,1,0,196990.79,0
1209,15771942,463,Germany,46,14659.19,1,0,0,133146.03,1
1210,15774738,658,France,44,22287.1,1,1,0,185667.72,0
1211,15574004,515,France,27,897,2,1,1,24020.49,0
1212,15587233,440,France,41,17072.15,3,1,1,185750.02,1
1213,15808228,770,Spain,44,9576.33,1,1,0,178045.97,0
1214,15682834,753,Spain,35,31729.16,2,0,1,199857.47,0
1215,15571752,670,Germany,32,1059.96,1,0,1,43595.9,0
1216,15743067,686,Germany,26,7195.9,1,0,1,122810.53,0
1217,15714466,740,France,41,364.49,3,1,1,3440.47,1
1218,15617982,692,Spain,42,3763.81,2,0,1,35989.41,0
1219,15696637,606,France,23,0,1,0,1,17163.75,0
1220,15690647,557,Spain,46,13574.09,1,0,0,44506.09,1
1221,15672756,716,France,35,513.82,1,0,1,17848.3,0
1222,15704586,784,France,42,12863.98,2,1,0,76209.56,0
1223,15775295,558,Germany,40,16740.82,1,1,1,60032.46,1
1224,15684196,480,France,55,19993.94,1,0,0,100686.11,1
1225,15727281,662,France,27,8856.69,2,0,1,96429.29,0
1226,15787835,774,Germany,38,2658.68,2,1,1,15795.88,1
1227,15730540,803,Spain,45,12337.8,2,0,1,116547.31,0
1228,15646276,831,France,32,19700.44,1,1,0,191260.74,0
1229,15694601,623,France,31,1397.09,1,0,0,12538.92,0
1230,15697095,713,Spain,46,6695.37,2,1,0,117273.35,0
1231,15748797,568,Germany,68,22950.58,1,1,1,92277.47,1
1232,15754796,385,Germany,46,8352.05,2,0,1,44244.49,1
1233,15628947,612,Germany,38,9326.65,3,1,1,78133.48,1
1234,15775546,580,Spain,29,8036.63,2,0,1,103402.88,0
1235,15670481,721,France,27,16454.15,2,0,1,137835.82,0
1236,15619029,687,Spain,43,1433.33,2,0,1,20670.1,0
1237,15613282,778,France,29,3768.47,1,1,0,77469.38,0
1238,15721487,739,France,27,4667.2,1,1,0,57572.38,0
1239,15797276,554,Spain,41,15328.6,1,0,0,75884.65,1
1240,15612494,350,France,44,5616.96,1,0,0,146955.71,1
1241,15629617,631,Spain,23,6696.3,1,0,1,67040.12,0
1242,15600821,745,France,69,17941.83,1,0,1,178418.35,0
1243,15579062,731,France,32,0,2,1,0,30807.02,0
1244,15814268,482,France,40,2950.11,1,0,1,143835.76,0
1245,15710164,436,Germany,53,11741.47,3,0,0,130883.9,1
1246,15693904,704,Germany,30,0,2,1,0,194343.72,0
1247,15588986,704,Germany,29,654.71,1,1,1,9796.69,0
1248,15797733,515,Germany,30,3044.96,2,1,0,47310.24,0
1249,15620507,522,Germany,30,19011.89,1,1,0,141148.21,0
1250,15685150,806,Germany,28,8159.78,2,0,1,111138.25,0
1251,15667651,608,Spain,33,3849.25,2,1,0,114182.07,0
1252,15774166,665,Germany,24,10059.43,2,0,1,127560.77,0
1253,15649280,558,Germany,40,2781.58,1,0,1,18082.06,0
1254,15705657,542,France,44,22466.91,1,1,0,136330.26,0
1255,15753969,741,Spain,45,2836.39,1,0,1,34121.81,0
1256,15794874,730,Spain,41,0,1,1,0,191417.42,0
1257,15589221,694,Germany,30,2836.03,2,1,0,23317.88,0
1258,15596671,590,Spain,42,43354.48,1,1,1,144675.3,1
1259,15583668,760,France,42,26776.31,1,0,1,175161.05,0
1260,15710206,615,France,39,473.21,1,1,0,14928.8,0
1261,15799966,776,Germany,59,42982.4,1,0,0,161479.19,1
1262,15794560,622,France,57,29207.55,1,1,0,133501.94,0
1263,15626485,632,France,26,0,1,0,1,23703.52,0
1264,15663625,522,France,37,437.35,2,0,0,12470.3,0
1265,15809772,682,France,48,4079.27,1,0,0,43229.2,0
1266,15687959,587,Spain,44,2717.87,1,1,1,94862.93,0
1267,15585282,768,France,62,4839.28,2,0,1,142377.69,0
1268,15714993,567,France,41,3149.72,1,1,0,135635.25,0
1269,15596021,639,Spain,44,11579.09,2,1,0,148487.9,0
1270,15646615,607,Germany,28,3729.89,2,1,0,58976.85,0
1271,15742632,678,France,31,256.48,1,1,0,76254.83,0
1272,15574068,475,Germany,56,5289.85,1,1,1,55857.48,1
1273,15806967,794,France,65,5270.5,1,0,1,77867.23,0
1274,15796334,525,Germany,39,6431.86,1,1,1,22878.16,1
1275,15688713,661,Spain,44,8414.75,1,0,1,114469.55,0
1276,15796179,708,France,43,5674.03,1,0,1,96754.8,0
1277,15598751,509,France,43,22530.34,3,0,0,125154.57,1
1278,15703019,638,France,38,9503.23,2,1,0,113597.64,0
1279,15646302,724,France,24,13121.55,1,1,0,121408.55,0
1280,15680855,651,France,33,10727.86,1,1,0,109219.43,0
1281,15697311,658,Spain,56,13790.49,1,1,1,50230.31,1
1282,15585367,547,Germany,46,51553.28,1,1,0,177719.88,1
1283,15726556,669,Germany,26,7716.84,2,1,0,131211.86,0
1284,15676242,522,Germany,59,24113.09,1,1,0,82152.83,1
1285,15684198,595,France,38,6.58,2,0,1,216.27,0
1286,15774882,574,Germany,35,397.65,1,0,0,1713.1,1
1287,15714227,710,France,53,6774.55,1,0,1,136910.18,0
1288,15608653,453,Germany,47,1898.92,1,1,1,20243.97,1
1289,15784280,689,Germany,35,9686.1,2,1,0,86043.27,0
1290,15789546,649,Spain,28,13378.9,2,1,0,126561.07,0
1291,15590320,850,France,66,0,2,0,1,64350.8,0
1292,15678385,538,France,25,1426.04,2,1,0,10472.31,0
1293,15571778,696,France,55,29275.12,1,0,0,95941.55,1
1294,15657085,645,France,23,375.61,1,1,0,125222.36,0
1295,15640627,681,Spain,34,22507.43,2,1,0,170950.58,0
1296,15566211,599,Germany,41,61.78,1,0,0,236.45,1
1297,15669293,591,France,37,1856.53,1,0,1,31517.16,0
1298,15595067,673,Spain,40,27669.46,2,0,1,181610.6,0
1299,15753566,815,France,32,6975.94,1,0,1,156593.09,0
1300,15650391,640,France,29,131.57,1,1,0,4272,0
1301,15681843,660,Germany,35,14346.91,2,1,0,163587.9,0
1302,15814846,662,France,52,40970.91,1,0,0,175843.68,1
1303,15670374,795,Germany,49,18551.23,4,1,1,166164.3,1
1304,15762332,602,Germany,31,1254.74,2,0,1,61796.64,0
1305,15700223,806,France,48,1978.01,1,1,0,21439.49,0
1306,15729956,751,Spain,26,1587.63,1,1,0,19225.85,0
1307,15594862,627,France,36,7973.48,2,0,1,132547.02,0
1308,15598782,770,Germany,30,6874.94,2,0,1,62688.55,0
1309,15745080,698,France,26,1384.6,1,0,1,21760.96,0
1310,15703399,777,France,26,21198.11,2,1,1,154460.68,0
1311,15732175,795,France,37,969.7,1,1,1,8065,0
1312,15630725,592,France,45,46452.31,1,1,1,173365.9,1
1313,15640260,619,Germany,32,0,2,1,0,69428.79,0
1314,15716822,688,France,30,586.51,1,0,1,12757.14,0
1315,15583748,596,Spain,38,21270.75,2,0,1,180426.2,0
1316,15605968,607,France,26,767.11,1,0,1,43093.67,0
1317,15790683,850,France,36,5425.88,2,1,0,68594,0
1318,15607713,850,Spain,29,31749.49,2,0,1,197996.65,0
1319,15700212,359,France,46,30729.45,2,1,1,122953,1
1320,15626710,652,France,39,6942.66,1,1,0,76821.24,0
1321,15716491,585,Spain,51,45334.26,1,1,1,141400.51,1
1322,15617705,612,France,39,16050.7,1,1,0,175664.25,0
1323,15761976,808,Spain,31,20647.72,2,1,0,117916.63,0
1324,15634891,470,Germany,43,17148,1,0,0,194690.77,1
1325,15744517,640,Spain,50,17142.15,1,1,0,166677.35,1
1326,15686963,694,Spain,30,10453.11,1,1,0,160131.58,0
1327,15808189,551,France,52,27726.11,2,1,1,123622,0
1328,15580845,704,Germany,57,8395.23,1,1,0,113483.96,0
1329,15799156,649,Spain,38,4256.29,2,1,0,79618.79,0
1330,15694296,679,France,35,1139.15,2,1,0,24472.23,0
1331,15677049,601,Germany,25,12678.44,2,1,1,177025.79,0
1332,15583595,516,France,28,5585.31,1,1,0,103349.74,0
1333,15590146,537,France,50,11870.33,1,1,1,63606.22,1
1334,15801548,690,France,31,1489.75,2,0,1,14490.79,0
1335,15660833,797,Germany,39,15528.99,2,0,0,105080.53,0
1336,15762277,688,France,47,24506.44,1,0,0,83499.89,1
1337,15791302,773,France,32,8367.28,2,0,0,143598.7,0
1338,15798975,518,Germany,48,8787.11,1,0,0,36091.91,1
1339,15599956,770,France,27,1292.52,2,0,1,13007.89,0
1340,15577274,601,Germany,43,418.8,1,1,0,6101.41,0
1341,15638149,593,France,37,17912.49,1,1,0,197111.99,0
1342,15786199,558,France,33,12330.03,1,1,0,110299.78,0
1343,15701765,635,Spain,37,1182.12,2,1,0,30114.32,0
1344,15586974,666,France,39,10168.4,2,1,0,98894.64,0
1345,15729040,461,France,42,3169.24,2,0,1,49826.68,0
1346,15788676,544,Spain,38,806.39,2,1,0,10074.05,0
1347,15602497,850,Spain,39,1968.38,1,1,0,20769.88,0
1348,15701333,660,France,37,8593.21,1,0,1,163427.18,0
1349,15812071,747,France,54,13635.52,2,1,0,140068.77,0
1350,15634375,714,Spain,36,6128.63,2,0,0,83206.19,0
1351,15738267,474,France,64,10233.76,1,0,0,111402.97,1
1352,15786800,674,Germany,52,21202.37,1,1,1,92873.5,1
1353,15591130,559,Spain,29,9925.49,2,1,0,94780.9,0
1354,15720662,802,France,35,768.67,1,0,1,16607.15,0
1355,15751531,648,Spain,41,0,2,0,1,161954.43,0
1356,15640491,482,France,33,14386.68,2,0,0,100447.53,0
1357,15568360,640,Spain,41,6636.9,1,1,1,163524.7,0
1358,15781210,720,France,34,1073.03,2,1,0,48260.19,0
1359,15668058,717,Germany,35,11643.52,1,0,1,86678.48,0
1360,15597131,496,France,32,264.97,1,0,1,3064.65,0
1361,15697283,627,Spain,23,9702.46,2,1,0,112124.98,0
1362,15640953,637,France,26,720.92,2,0,1,120801.65,0
1363,15715031,604,France,28,5756.4,2,0,1,52193.23,0
1364,15589660,666,Germany,32,2494.71,1,0,1,56636.28,0
1365,15769818,850,France,37,10207.93,1,1,1,69372.88,0
1366,15782736,455,Germany,47,18890.11,1,1,1,164038.07,1
1367,15614818,765,Spain,33,0,1,0,1,118982.51,0
1368,15794014,838,France,34,2260.83,2,1,0,27472.07,0
1369,15732448,828,France,28,7152.6,1,0,1,36754.13,0
1370,15723411,629,Spain,36,5304.13,1,1,0,46416.36,0
1371,15797686,624,France,38,17516.29,1,0,1,152872.39,0
1372,15605950,557,Germany,23,14978.41,2,0,1,165227.23,0
1373,15812497,661,Germany,37,10726.66,1,1,0,75927.35,0
1374,15690678,572,France,33,8579.99,1,1,0,172930.28,0
1375,15747677,698,Spain,69,3031.64,1,0,1,36108.5,0
1376,15618926,566,Spain,43,1405.4,2,1,0,36202.74,0
1377,15673908,631,Germany,42,10851.92,1,1,0,131886.46,0
1378,15727944,716,Germany,48,976.25,1,0,1,133992.36,0
1379,15807294,681,Spain,30,8674.97,2,1,0,96658.26,0
1380,15618581,685,Spain,25,17391.03,2,1,0,135112.09,0
1381,15584364,614,France,48,56138.25,1,1,1,163944.18,1
1382,15599552,692,Spain,54,452.81,2,1,0,53843.71,0
1383,15749177,732,Spain,52,206.64,2,1,0,122398.84,0
1384,15718779,784,France,34,7352.58,1,0,1,64804.04,0
1385,15568106,631,France,38,2299.2,2,0,1,19370.73,0
1386,15779481,641,France,34,12766.49,2,0,1,126192.54,0
1387,15709994,535,Germany,40,57612.19,1,0,1,135459.02,1
1388,15772777,850,Spain,29,7412.1,2,1,0,94815.04,0
1389,15706815,445,Germany,37,17955.78,1,1,1,188366.04,1
1390,15618018,577,France,35,14851.25,2,1,0,178512.52,0
1391,15671032,777,Germany,42,11044.72,2,0,1,97906.38,0
1392,15634281,740,Germany,43,5906.69,1,0,1,72861.94,0
1393,15766374,661,Germany,42,34737.85,2,1,0,195978.86,0
1394,15600991,660,Germany,31,4837.21,2,0,0,19448.93,1
1395,15777576,611,Spain,40,3384.79,1,1,1,32635.54,0
1396,15742613,776,Germany,42,21730.78,2,0,0,171733.22,0
1397,15649523,615,France,38,7335.94,2,0,1,46176.22,0
1398,15651063,535,Germany,37,10982.18,2,1,0,179634.69,0
1399,15683124,603,France,53,57274.59,1,0,0,191521.32,1
1400,15618314,688,France,40,5244.04,1,0,1,67998.45,0
1401,15607133,624,Spain,49,8434.28,2,0,1,124532.9,1
1402,15615012,667,France,23,2031.62,1,1,0,160968.44,0
1403,15725141,586,France,44,6645.9,1,0,0,27341.63,1
1404,15623560,697,France,35,1722.37,1,0,1,53994.64,0
1405,15693018,717,Germany,23,6367.48,1,1,0,91633.53,0
1406,15636756,592,France,23,20941.51,2,0,1,189613.12,0
1407,15647474,680,France,40,3976.51,2,0,1,60706.33,0
1408,15576714,701,Spain,21,7303.04,2,1,0,154767.34,0
1409,15585047,735,France,28,2269.21,1,1,0,196853.11,0
1410,15743976,635,Germany,41,9388.15,1,0,1,195775.48,0
1411,15576517,460,Germany,34,7207.53,2,1,0,70618,0
1412,15631072,709,France,38,4073.8,2,0,1,55034.02,0
1413,15730394,644,France,43,32415.47,2,1,1,168035.62,1
1414,15595282,762,France,33,400.29,2,1,0,149474.69,0
1415,15812230,700,France,42,7116.69,3,0,1,100324.01,0
1416,15617518,676,Germany,36,9831.03,1,1,0,149399.7,0
1417,15651802,639,Spain,39,8850.28,2,1,0,93536.38,0
1418,15631813,652,France,39,4381.69,2,0,1,58883.91,0
1419,15729668,610,Spain,29,6734.78,1,0,0,154271.41,0
1420,15741728,607,Spain,36,8001.23,1,1,0,122022.89,0
1421,15576676,735,Germany,28,1449.55,2,1,1,50299.14,0
1422,15711378,683,France,38,6030.25,2,0,1,187800.63,0
1423,15765520,788,Germany,27,22596.6,1,0,0,171344.09,0
1424,15602979,768,France,29,4744.78,1,0,0,66825.33,0
1425,15647842,592,Germany,48,17123.81,1,0,0,63940.68,1
1426,15719309,693,France,42,2069.86,2,0,1,29483.87,0
1427,15748718,521,France,28,8272.27,1,1,0,179056.23,0
1428,15594404,836,France,49,8104.11,2,1,0,129273.94,0
1429,15751158,517,France,42,4687.95,3,0,0,55558.51,1
1430,15593470,617,Germany,36,1968.42,1,1,0,23305.85,0
1431,15628893,727,France,29,245.45,1,0,0,66367.33,0
1432,15640865,690,Germany,31,4458.86,2,0,1,74641.9,0
1433,15714080,650,Germany,40,17358.39,2,1,0,154486.01,0
1434,15648721,715,France,64,342.79,2,0,1,3185.67,0
1435,15801466,580,France,39,5154.21,2,1,0,88463.63,0
1436,15758726,621,France,24,23969.59,2,1,0,140586.08,0
1437,15781553,732,Germany,49,34083.77,1,1,0,117232.9,1
1438,15649121,567,France,52,37990.29,1,0,0,116137.01,1
1439,15674811,752,Germany,29,3593.94,2,1,0,105533.96,0
1440,15775339,611,France,29,163.26,1,0,0,4696.44,0
1441,15722578,705,Germany,21,21048.48,1,0,1,164966.27,0
1442,15665695,594,France,49,1094.66,2,1,0,23631.55,0
1443,15801062,585,Spain,40,8085.17,2,0,1,105433.53,0
1444,15662955,741,France,27,12696.4,2,0,0,90591.15,0
1445,15770309,678,France,18,12735.96,1,0,1,127014.32,0
1446,15657386,734,Germany,43,15065.91,2,0,1,90905.26,0
1447,15777797,542,Germany,38,2074.08,1,1,1,8651.92,1
1448,15783955,733,France,25,2116.62,2,1,0,15467.98,0
1449,15804516,653,France,38,0,1,0,1,79915.28,0
1450,15681758,597,Spain,25,1622.71,2,0,1,69361.95,0
1451,15630321,690,France,44,2356.94,2,1,0,86935.08,0
1452,15588248,575,Germany,53,715.69,3,1,1,7597.83,1
1453,15591932,703,France,32,0,1,1,0,116957.6,0
1454,15810347,708,Spain,30,14847.13,2,1,0,157884.83,0
1455,15595303,683,Germany,46,22014.8,1,0,0,77981.54,1
1456,15634950,535,Germany,57,38586.52,1,0,0,126369.55,1
1457,15685372,350,Spain,54,21533.04,1,0,0,191973.49,1
1458,15745827,678,France,30,13145.25,1,1,0,142940.39,0
1459,15755868,563,France,35,4389.91,1,1,0,48869.67,0
1460,15735222,726,Spain,23,0,2,0,1,73131.73,0
1461,15604804,587,France,33,13542.79,1,0,1,120037.36,0
1462,15718944,605,France,37,13358.14,2,0,1,193995.37,0
1463,15678626,582,Spain,31,5882.66,2,0,0,179453.66,0
1464,15723053,521,Germany,32,205,2,0,1,15658.99,0
